3	10	42	0	33	33	75	0	0.56	0	0.44	0.44	4
3	10	30	0	15	15	45	0	0.666666667	0	0.333333333	0.333333333	4
3	10	47	0	44	44	91	0	0.516483516	0	0.483516484	0.483516484	4
3	10	20	0	45	45	65	0	0.307692308	0	0.692307692	0.692307692	4
3	10	42	0	32	32	74	0	0.567567568	0	0.432432432	0.432432432	4
3	10	14	0	18	18	32	0	0.4375	0	0.5625	0.5625	4
3	10	51	3	27	30	81	0.1	0.62962963	0.037037037	0.333333333	0.37037037	4
3	10	11	2	28	30	41	0.066666667	0.268292683	0.048780488	0.682926829	0.731707317	4
3	10	40	3	27	30	70	0.1	0.571428571	0.042857143	0.385714286	0.428571429	4
3	10	42	0	23	23	65	0	0.646153846	0	0.353846154	0.353846154	4
3	10	21	0	35	35	56	0	0.375	0	0.625	0.625	4
3	10	14	0	19	19	33	0	0.424242424	0	0.575757576	0.575757576	2
3	10	20	0	29	29	49	0	0.408163265	0	0.591836735	0.591836735	2
3	10	32	0	34	34	66	0	0.484848485	0	0.515151515	0.515151515	2
3	10	16	2	25	27	43	0.074074074	0.372093023	0.046511628	0.581395349	0.627906977	2
3	10	10	0	28	28	38	0	0.263157895	0	0.736842105	0.736842105	1
3	10	29	3	15	18	47	0.166666667	0.617021277	0.063829787	0.319148936	0.382978723	1
3	10	22	0	38	38	60	0	0.366666667	0	0.633333333	0.633333333	1
3	10	34	0	34	34	68	0	0.5	0	0.5	0.5	1
3	10	17	1	36	37	54	0.027027027	0.314814815	0.018518519	0.666666667	0.685185185	1
3	10	10	0	35	35	45	0	0.222222222	0	0.777777778	0.777777778	1
3	10	22	0	24	24	46	0	0.47826087	0	0.52173913	0.52173913	1
3	10	30	7	16	23	53	0.304347826	0.566037736	0.132075472	0.301886792	0.433962264	3
3	10	22	0	46	46	68	0	0.323529412	0	0.676470588	0.676470588	3
3	10	21	4	26	30	51	0.133333333	0.411764706	0.078431373	0.509803922	0.588235294	3
3	10	16	8	38	46	62	0.173913043	0.258064516	0.129032258	0.612903226	0.741935484	3
3	10	26	4	48	52	78	0.076923077	0.333333333	0.051282051	0.615384615	0.666666667	3
3	10	31	8	45	53	84	0.150943396	0.369047619	0.095238095	0.535714286	0.630952381	3
3	10	10	0	42	42	52	0	0.192307692	0	0.807692308	0.807692308	3
3	10	35	0	56	56	91	0	0.384615385	0	0.615384615	0.615384615	3
3	10	33	1	42	43	76	0.023255814	0.434210526	0.013157895	0.552631579	0.565789474	3
3	10	30	0	52	52	82	0	0.365853659	0	0.634146341	0.634146341	3
